fish_id,fish_name,weight_kg,length_cm,catch_date,province,fishing_method,freshness_score,category_id,location_id,fisher_id,category_name,habitat,avg_price_per_kg,location_name,latitude,longitude,water_depth_m,temperature_celsius,salinity_ppt,fisher_name,experience_years,boat_type,boat_capacity_kg,home_port,license_number
9550,Carp,32.72,145.2,9/24/2023,Kalimantan Selatan,Trawling,9.0,4,20,88,Freshwater Fish,Rivers/Lakes,45000,Laut Natuna Zone J,4.826068,110.349063,59,28.7,31.0,Nelayan_088,18,Fishing Vessel,3909,Maluku,LIC861870
9551,Tilapia,1.36,83.6,10/19/2023,Jawa Barat,Trawling,7.0,3,1,143,Reef Fish,Coral Reef,150000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_143,18,Trawler,1122,Jawa Timur,LIC111532
9552,Tilapia,36.08,44.4,12/14/2023,Sumatera Utara,Gill Net,8.0,2,19,221,Demersal Fish,Sea Bottom,120000,Laut Bali Zone I,-5.670297,111.70617,481,27.2,30.6,Nelayan_221,39,Trawler,130,Jawa Tengah,LIC371414
9553,Herring,49.26,130.2,11/26/2023,Bali,Trap,3.0,4,14,289,Freshwater Fish,Rivers/Lakes,45000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_289,34,Traditional Boat,3022,Jawa Tengah,LIC483801
9554,Sole,38.02,150.7,5/26/2023,Jawa Barat,Hand Line,4.0,2,2,420,Demersal Fish,Sea Bottom,120000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_420,22,Fishing Vessel,744,Sumatera Utara,LIC339038
9555,Swordfish,47.77,110.7,6/15/2023,Jawa Barat,Gill Net,9.0,4,15,25,Freshwater Fish,Rivers/Lakes,45000,Laut Bali Zone E,-2.619515,134.485533,1911,25.3,34.0,Nelayan_025,17,Motor Boat,1689,Papua,LIC497177
9556,Barramundi,17.3,181.7,10/28/2023,Papua,Purse Seine,4.0,1,17,436,Pelagic Fish,Open Ocean,85000,Teluk Jakarta Zone G,-4.84266,127.424103,344,25.3,34.4,Nelayan_436,32,Trawler,3937,Sulawesi Selatan,LIC464337
9557,Grouper,17.47,95.7,2/21/2023,Maluku,Trap,5.0,2,12,403,Demersal Fish,Sea Bottom,120000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_403,31,Trawler,4987,Maluku,LIC800890
9558,Sole,40.72,69.8,4/20/2023,Papua,Long Line,1.0,3,6,112,Reef Fish,Coral Reef,150000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_112,14,Fishing Vessel,695,Lampung,LIC290759
9559,Trout,27.78,81.9,9/7/2023,Maluku,Trawling,1.0,5,4,327,Anadromous Fish,Sea/Freshwater,200000,Laut Jawa Zone D,-8.014815,100.237065,2780,29.8,33.5,Nelayan_327,9,Fishing Vessel,3001,Jawa Barat,LIC919926
9560,Flounder,0.51,131.5,12/31/2023,Sulawesi Selatan,Trawling,8.0,3,18,301,Reef Fish,Coral Reef,150000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_301,30,Motor Boat,101,Lampung,LIC639837
9561,Anchovy,31.94,118.8,2/20/2023,Jawa Barat,Gill Net,9.0,2,12,104,Demersal Fish,Sea Bottom,120000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_104,21,Fishing Vessel,363,Papua,LIC962685
9562,Swordfish,12.2,19.3,11/7/2023,Lampung,Gill Net,6.0,2,14,275,Demersal Fish,Sea Bottom,120000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_275,3,Traditional Boat,3304,Sumatera Utara,LIC733513
9563,Carp,4.48,40.9,9/12/2023,Jawa Tengah,Gill Net,10.0,4,11,112,Freshwater Fish,Rivers/Lakes,45000,Laut Banda Zone A,-8.540343,129.05869,1139,29.4,30.9,Nelayan_112,14,Fishing Vessel,695,Lampung,LIC290759
9564,Tuna,20.53,54.5,5/4/2023,Papua,Long Line,7.0,4,2,288,Freshwater Fish,Rivers/Lakes,45000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_288,20,Traditional Boat,1961,Maluku,LIC336850
9565,Amberjack,34.85,82.7,8/19/2023,Papua,Purse Seine,2.0,1,1,465,Pelagic Fish,Open Ocean,85000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_465,35,Fishing Vessel,2709,Maluku,LIC406559
9566,Carp,13.76,182.6,2/17/2023,Bali,Trawling,6.0,3,6,474,Reef Fish,Coral Reef,150000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_474,6,Trawler,3696,Sumatera Utara,LIC773694
9567,Amberjack,18.01,81.1,7/29/2023,Jawa Timur,Trap,8.0,5,3,83,Anadromous Fish,Sea/Freshwater,200000,Laut Natuna Zone C,2.105336,123.630308,2780,26.0,33.8,Nelayan_083,8,Fishing Vessel,3939,Sumatera Utara,LIC850569
9568,Catfish,15.88,111.1,2/18/2023,Sulawesi Selatan,Purse Seine,8.0,5,7,463,Anadromous Fish,Sea/Freshwater,200000,Laut Bali Zone G,-6.678901,134.916727,3840,30.5,33.9,Nelayan_463,20,Traditional Boat,1216,Sumatera Utara,LIC893142
9569,Pomfret,13.52,125.1,5/30/2023,Kalimantan Selatan,Purse Seine,6.0,2,19,490,Demersal Fish,Sea Bottom,120000,Laut Bali Zone I,-5.670297,111.70617,481,27.2,30.6,Nelayan_490,7,Motor Boat,2454,Maluku,LIC145273
9570,King Fish,41.52,42.3,4/13/2023,Jawa Timur,Purse Seine,6.0,5,19,271,Anadromous Fish,Sea/Freshwater,200000,Laut Bali Zone I,-5.670297,111.70617,481,27.2,30.6,Nelayan_271,5,Motor Boat,1004,Bali,LIC129483
9571,Tilapia,46.86,157.4,10/26/2023,Lampung,Long Line,4.0,5,11,496,Anadromous Fish,Sea/Freshwater,200000,Laut Banda Zone A,-8.540343,129.05869,1139,29.4,30.9,Nelayan_496,30,Fishing Vessel,1319,Bali,LIC448134
9572,Barramundi,16.83,93.2,5/14/2023,Jawa Tengah,Long Line,2.0,3,4,394,Reef Fish,Coral Reef,150000,Laut Jawa Zone D,-8.014815,100.237065,2780,29.8,33.5,Nelayan_394,23,Fishing Vessel,183,Jawa Barat,LIC744932
9573,Grouper,40.16,123.4,10/3/2023,Sulawesi Selatan,Long Line,8.0,1,7,91,Pelagic Fish,Open Ocean,85000,Laut Bali Zone G,-6.678901,134.916727,3840,30.5,33.9,Nelayan_091,37,Trawler,3230,Kalimantan Selatan,LIC603576
9574,Tilapia,14.82,84.8,3/2/2023,Jawa Timur,Trawling,9.0,3,14,80,Reef Fish,Coral Reef,150000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_080,17,Fishing Vessel,3431,Sumatera Utara,LIC298989
9575,Sardine,9.31,31.9,12/8/2023,Maluku,Purse Seine,7.0,1,16,127,Pelagic Fish,Open Ocean,85000,Laut Arafura Zone F,-6.904449,117.914844,459,31.7,31.3,Nelayan_127,14,Traditional Boat,1238,Kalimantan Selatan,LIC836023
9576,Tuna,42.18,135.8,6/30/2023,Jawa Barat,Long Line,5.0,3,16,331,Reef Fish,Coral Reef,150000,Laut Arafura Zone F,-6.904449,117.914844,459,31.7,31.3,Nelayan_331,16,Motor Boat,3335,Maluku,LIC660140
9577,Mackerel,11.69,63.5,5/21/2023,Lampung,Hand Line,6.0,3,18,137,Reef Fish,Coral Reef,150000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_137,37,Traditional Boat,2635,Sumatera Utara,LIC454639
9578,Grouper,23.54,58.6,6/26/2023,Lampung,Gill Net,8.0,5,6,114,Anadromous Fish,Sea/Freshwater,200000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_114,35,Fishing Vessel,3517,Jawa Tengah,LIC359811
9579,Herring,0.8,151.2,12/25/2023,Bali,Trawling,6.0,2,11,247,Demersal Fish,Sea Bottom,120000,Laut Banda Zone A,-8.540343,129.05869,1139,29.4,30.9,Nelayan_247,11,Trawler,1990,Bali,LIC618456
9580,Swordfish,0.89,140.5,7/1/2023,Sulawesi Selatan,Hand Line,5.0,1,4,209,Pelagic Fish,Open Ocean,85000,Laut Jawa Zone D,-8.014815,100.237065,2780,29.8,33.5,Nelayan_209,27,Fishing Vessel,4546,Sulawesi Selatan,LIC291418
9581,Sea Bass,13.85,124.1,1/2/2023,Kalimantan Selatan,Hand Line,3.0,4,2,266,Freshwater Fish,Rivers/Lakes,45000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_266,33,Fishing Vessel,3040,Bali,LIC743445
9582,Mahi-mahi,43.1,25.5,5/13/2023,Lampung,Trawling,4.0,5,11,110,Anadromous Fish,Sea/Freshwater,200000,Laut Banda Zone A,-8.540343,129.05869,1139,29.4,30.9,Nelayan_110,33,Trawler,2506,Bali,LIC733418
9583,Cod,19.82,105.5,1/4/2023,Jawa Tengah,Trap,7.0,2,20,33,Demersal Fish,Sea Bottom,120000,Laut Natuna Zone J,4.826068,110.349063,59,28.7,31.0,Nelayan_033,6,Traditional Boat,1158,Jawa Tengah,LIC346082
9584,Amberjack,28.79,124.7,12/22/2023,Sulawesi Selatan,Long Line,1.0,2,2,177,Demersal Fish,Sea Bottom,120000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_177,3,Motor Boat,179,Papua,LIC996299
9585,Flounder,33.44,68.2,12/7/2023,Sumatera Utara,Purse Seine,2.0,1,4,201,Pelagic Fish,Open Ocean,85000,Laut Jawa Zone D,-8.014815,100.237065,2780,29.8,33.5,Nelayan_201,32,Motor Boat,1533,Sumatera Utara,LIC817107
9586,Grouper,28.39,56.7,5/25/2023,Sumatera Utara,Long Line,8.0,3,15,247,Reef Fish,Coral Reef,150000,Laut Bali Zone E,-2.619515,134.485533,1911,25.3,34.0,Nelayan_247,11,Trawler,1990,Bali,LIC618456
9587,Sea Bass,2.0,130.2,6/8/2023,Papua,Hand Line,4.0,5,10,404,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone J,2.90322,137.906112,3634,26.9,31.5,Nelayan_404,26,Trawler,2842,Jawa Timur,LIC668440
9588,Salmon,48.33,66.1,7/4/2023,Jawa Barat,Gill Net,10.0,1,18,149,Pelagic Fish,Open Ocean,85000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_149,3,Trawler,2241,Bali,LIC101603
9589,Anchovy,20.37,98.6,5/5/2023,Bali,Gill Net,10.0,5,6,89,Anadromous Fish,Sea/Freshwater,200000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_089,37,Motor Boat,4145,Jawa Barat,LIC311284
9590,Sea Bass,18.06,60.4,4/7/2023,Bali,Hand Line,6.0,1,17,94,Pelagic Fish,Open Ocean,85000,Teluk Jakarta Zone G,-4.84266,127.424103,344,25.3,34.4,Nelayan_094,27,Fishing Vessel,1971,Jawa Tengah,LIC201481
9591,Salmon,46.95,173.9,9/7/2023,Sulawesi Selatan,Trawling,8.0,1,5,35,Pelagic Fish,Open Ocean,85000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_035,29,Motor Boat,1466,Maluku,LIC319964
9592,Amberjack,46.73,144.1,8/19/2023,Jawa Tengah,Gill Net,9.0,3,8,371,Reef Fish,Coral Reef,150000,Teluk Jakarta Zone H,2.416839,106.483533,62,29.3,30.4,Nelayan_371,9,Traditional Boat,108,Sumatera Utara,LIC203020
9593,Flounder,5.17,127.0,6/6/2023,Lampung,Hand Line,9.0,4,2,56,Freshwater Fish,Rivers/Lakes,45000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_056,37,Motor Boat,681,Lampung,LIC141150
9594,Mackerel,30.7,33.9,8/2/2023,Jawa Barat,Gill Net,2.0,1,20,1,Pelagic Fish,Open Ocean,85000,Laut Natuna Zone J,4.826068,110.349063,59,28.7,31.0,Nelayan_001,26,Motor Boat,3359,Lampung,LIC901799
9595,Yellowtail,43.86,137.1,8/12/2023,Sumatera Utara,Purse Seine,8.0,4,11,106,Freshwater Fish,Rivers/Lakes,45000,Laut Banda Zone A,-8.540343,129.05869,1139,29.4,30.9,Nelayan_106,31,Trawler,3802,Bali,LIC679639
9596,Flounder,15.06,47.2,2/14/2023,Papua,Trawling,8.0,5,2,128,Anadromous Fish,Sea/Freshwater,200000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_128,32,Fishing Vessel,244,Kalimantan Selatan,LIC479544
9597,Trout,9.35,195.0,6/15/2023,Sulawesi Selatan,Trawling,1.0,2,6,76,Demersal Fish,Sea Bottom,120000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_076,24,Motor Boat,3601,Lampung,LIC132980
9598,King Fish,46.52,165.8,6/8/2023,Lampung,Hand Line,8.0,5,4,172,Anadromous Fish,Sea/Freshwater,200000,Laut Jawa Zone D,-8.014815,100.237065,2780,29.8,33.5,Nelayan_172,8,Traditional Boat,2734,Maluku,LIC616681
9599,Carp,20.82,118.0,11/7/2023,Bali,Long Line,6.0,5,8,10,Anadromous Fish,Sea/Freshwater,200000,Teluk Jakarta Zone H,2.416839,106.483533,62,29.3,30.4,Nelayan_010,11,Traditional Boat,4111,Lampung,LIC321920
9600,Pomfret,27.87,31.7,5/26/2023,Jawa Barat,Gill Net,8.0,1,5,28,Pelagic Fish,Open Ocean,85000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_028,2,Fishing Vessel,1324,Sumatera Utara,LIC341165
9601,Swordfish,43.57,113.0,12/15/2023,Jawa Barat,Gill Net,6.0,4,12,26,Freshwater Fish,Rivers/Lakes,45000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_026,5,Traditional Boat,3861,Papua,LIC703126
9602,Flounder,25.34,138.3,11/19/2023,Papua,Trawling,9.0,1,4,446,Pelagic Fish,Open Ocean,85000,Laut Jawa Zone D,-8.014815,100.237065,2780,29.8,33.5,Nelayan_446,10,Trawler,2513,Jawa Tengah,LIC107908
9603,Catfish,24.9,141.4,1/18/2023,Lampung,Hand Line,3.0,1,14,252,Pelagic Fish,Open Ocean,85000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_252,17,Motor Boat,1188,Sulawesi Selatan,LIC759124
9604,Halibut,31.63,100.7,2/15/2023,Maluku,Purse Seine,6.0,1,5,424,Pelagic Fish,Open Ocean,85000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_424,40,Motor Boat,3571,Sulawesi Selatan,LIC625724
9605,Trout,24.32,22.3,4/29/2023,Jawa Tengah,Purse Seine,7.0,3,5,493,Reef Fish,Coral Reef,150000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_493,32,Traditional Boat,149,Jawa Timur,LIC727808
9606,Cod,9.27,68.5,6/27/2023,Jawa Barat,Trawling,7.0,1,17,225,Pelagic Fish,Open Ocean,85000,Teluk Jakarta Zone G,-4.84266,127.424103,344,25.3,34.4,Nelayan_225,18,Trawler,622,Sumatera Utara,LIC174637
9607,Tilapia,34.43,82.2,3/7/2023,Papua,Purse Seine,7.0,4,16,425,Freshwater Fish,Rivers/Lakes,45000,Laut Arafura Zone F,-6.904449,117.914844,459,31.7,31.3,Nelayan_425,29,Motor Boat,4192,Papua,LIC484689
9608,Halibut,7.01,84.5,4/8/2023,Jawa Timur,Trap,6.0,4,13,398,Freshwater Fish,Rivers/Lakes,45000,Laut Banda Zone C,-6.811777,137.613943,2682,27.2,32.1,Nelayan_398,39,Trawler,587,Maluku,LIC340784
9609,Barramundi,12.31,78.6,7/24/2023,Kalimantan Selatan,Long Line,2.0,5,1,111,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_111,2,Motor Boat,3104,Jawa Timur,LIC398006
9610,Salmon,28.6,184.0,11/18/2023,Jawa Tengah,Trawling,7.0,2,12,64,Demersal Fish,Sea Bottom,120000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_064,27,Motor Boat,4565,Sulawesi Selatan,LIC767661
9611,Halibut,18.63,57.3,6/15/2023,Kalimantan Selatan,Long Line,9.0,3,13,38,Reef Fish,Coral Reef,150000,Laut Banda Zone C,-6.811777,137.613943,2682,27.2,32.1,Nelayan_038,32,Motor Boat,3109,Jawa Barat,LIC884478
9612,Grouper,20.94,25.6,12/29/2023,Bali,Gill Net,4.0,5,8,312,Anadromous Fish,Sea/Freshwater,200000,Teluk Jakarta Zone H,2.416839,106.483533,62,29.3,30.4,Nelayan_312,23,Fishing Vessel,3968,Bali,LIC724039
9613,Salmon,39.76,172.3,2/9/2023,Bali,Long Line,1.0,2,9,421,Demersal Fish,Sea Bottom,120000,Laut Banda Zone I,5.850701,127.92157,3431,27.8,34.3,Nelayan_421,20,Traditional Boat,305,Maluku,LIC499439
9614,Barramundi,12.26,183.8,12/30/2023,Jawa Barat,Gill Net,4.0,3,10,282,Reef Fish,Coral Reef,150000,Laut Flores Zone J,2.90322,137.906112,3634,26.9,31.5,Nelayan_282,29,Traditional Boat,844,Maluku,LIC124182
9615,Sardine,43.02,34.4,3/29/2023,Kalimantan Selatan,Trap,6.0,2,12,4,Demersal Fish,Sea Bottom,120000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_004,29,Motor Boat,2303,Papua,LIC942039
9616,Cod,47.34,176.1,3/21/2023,Sulawesi Selatan,Trap,5.0,3,6,132,Reef Fish,Coral Reef,150000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_132,3,Traditional Boat,3406,Sulawesi Selatan,LIC811362
9617,Anchovy,8.88,43.5,8/21/2023,Kalimantan Selatan,Trawling,4.0,3,15,407,Reef Fish,Coral Reef,150000,Laut Bali Zone E,-2.619515,134.485533,1911,25.3,34.0,Nelayan_407,1,Motor Boat,4077,Sulawesi Selatan,LIC615365
9618,Snapper,32.0,63.1,2/19/2023,Maluku,Purse Seine,2.0,1,6,168,Pelagic Fish,Open Ocean,85000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_168,10,Motor Boat,4465,Lampung,LIC359940
9619,Herring,47.8,135.4,6/13/2023,Bali,Long Line,1.0,4,4,190,Freshwater Fish,Rivers/Lakes,45000,Laut Jawa Zone D,-8.014815,100.237065,2780,29.8,33.5,Nelayan_190,36,Traditional Boat,2337,Bali,LIC983764
9620,Mahi-mahi,44.29,141.7,4/1/2023,Jawa Barat,Hand Line,2.0,1,17,247,Pelagic Fish,Open Ocean,85000,Teluk Jakarta Zone G,-4.84266,127.424103,344,25.3,34.4,Nelayan_247,11,Trawler,1990,Bali,LIC618456
9621,Tilapia,37.52,32.4,11/5/2023,Sulawesi Selatan,Hand Line,1.0,4,11,460,Freshwater Fish,Rivers/Lakes,45000,Laut Banda Zone A,-8.540343,129.05869,1139,29.4,30.9,Nelayan_460,22,Fishing Vessel,2635,Lampung,LIC971386
9622,Snapper,0.65,89.4,3/7/2023,Papua,Long Line,5.0,5,9,316,Anadromous Fish,Sea/Freshwater,200000,Laut Banda Zone I,5.850701,127.92157,3431,27.8,34.3,Nelayan_316,35,Fishing Vessel,4348,Lampung,LIC418280
9623,Cod,4.96,66.7,12/9/2023,Jawa Timur,Gill Net,9.0,2,9,177,Demersal Fish,Sea Bottom,120000,Laut Banda Zone I,5.850701,127.92157,3431,27.8,34.3,Nelayan_177,3,Motor Boat,179,Papua,LIC996299
9624,Yellowtail,15.56,181.6,1/3/2023,Lampung,Gill Net,2.0,3,5,58,Reef Fish,Coral Reef,150000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_058,19,Motor Boat,2495,Lampung,LIC174926
9625,Mahi-mahi,20.81,60.9,3/13/2023,Bali,Trawling,8.0,4,5,44,Freshwater Fish,Rivers/Lakes,45000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_044,3,Traditional Boat,1498,Papua,LIC450637
9626,Tilapia,6.42,132.0,8/20/2023,Lampung,Gill Net,1.0,5,1,207,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_207,6,Motor Boat,352,Bali,LIC469029
9627,Swordfish,34.9,100.7,7/1/2023,Sulawesi Selatan,Trap,3.0,4,8,75,Freshwater Fish,Rivers/Lakes,45000,Teluk Jakarta Zone H,2.416839,106.483533,62,29.3,30.4,Nelayan_075,2,Traditional Boat,2758,Maluku,LIC539666
9628,Sole,48.7,162.0,11/15/2023,Maluku,Long Line,3.0,3,6,68,Reef Fish,Coral Reef,150000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_068,7,Motor Boat,549,Bali,LIC243626
9629,Mackerel,18.17,45.8,12/5/2023,Papua,Trawling,7.0,3,15,94,Reef Fish,Coral Reef,150000,Laut Bali Zone E,-2.619515,134.485533,1911,25.3,34.0,Nelayan_094,27,Fishing Vessel,1971,Jawa Tengah,LIC201481
9630,Yellowtail,45.61,139.5,10/2/2023,Papua,Trap,7.0,3,13,215,Reef Fish,Coral Reef,150000,Laut Banda Zone C,-6.811777,137.613943,2682,27.2,32.1,Nelayan_215,17,Traditional Boat,2607,Maluku,LIC634027
9631,Grouper,30.36,108.3,11/3/2023,Jawa Barat,Trawling,3.0,5,10,130,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone J,2.90322,137.906112,3634,26.9,31.5,Nelayan_130,6,Trawler,3062,Jawa Timur,LIC393027
9632,Salmon,8.82,74.5,4/18/2023,Sulawesi Selatan,Long Line,2.0,4,14,205,Freshwater Fish,Rivers/Lakes,45000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_205,40,Fishing Vessel,4576,Kalimantan Selatan,LIC904787
9633,Sea Bass,12.48,40.4,4/28/2023,Lampung,Gill Net,1.0,1,12,86,Pelagic Fish,Open Ocean,85000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_086,28,Fishing Vessel,128,Maluku,LIC721311
9634,Carp,23.36,122.0,3/28/2023,Jawa Tengah,Gill Net,2.0,1,16,310,Pelagic Fish,Open Ocean,85000,Laut Arafura Zone F,-6.904449,117.914844,459,31.7,31.3,Nelayan_310,40,Fishing Vessel,3840,Kalimantan Selatan,LIC863743
9635,Amberjack,14.26,160.0,5/8/2023,Jawa Tengah,Trawling,8.0,3,4,411,Reef Fish,Coral Reef,150000,Laut Jawa Zone D,-8.014815,100.237065,2780,29.8,33.5,Nelayan_411,12,Trawler,934,Jawa Timur,LIC529216
9636,Tilapia,38.06,119.0,10/29/2023,Sulawesi Selatan,Long Line,1.0,4,20,284,Freshwater Fish,Rivers/Lakes,45000,Laut Natuna Zone J,4.826068,110.349063,59,28.7,31.0,Nelayan_284,20,Motor Boat,794,Jawa Tengah,LIC475548
9637,Anchovy,19.46,184.2,9/9/2023,Jawa Tengah,Trawling,10.0,5,12,396,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_396,6,Motor Boat,167,Sumatera Utara,LIC871799
9638,Swordfish,12.9,20.9,3/25/2023,Maluku,Long Line,7.0,3,13,146,Reef Fish,Coral Reef,150000,Laut Banda Zone C,-6.811777,137.613943,2682,27.2,32.1,Nelayan_146,5,Motor Boat,697,Papua,LIC705374
9639,Flounder,18.18,63.5,4/6/2023,Bali,Trawling,4.0,1,6,352,Pelagic Fish,Open Ocean,85000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_352,25,Traditional Boat,2336,Jawa Timur,LIC862818
9640,Tilapia,27.4,156.8,4/21/2023,Jawa Barat,Long Line,10.0,3,18,390,Reef Fish,Coral Reef,150000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_390,23,Trawler,235,Sumatera Utara,LIC529947
9641,Mackerel,35.75,80.9,3/2/2023,Papua,Gill Net,5.0,3,10,188,Reef Fish,Coral Reef,150000,Laut Flores Zone J,2.90322,137.906112,3634,26.9,31.5,Nelayan_188,6,Fishing Vessel,2562,Maluku,LIC914245
9642,Tuna,30.22,162.4,7/13/2023,Lampung,Trawling,7.0,4,5,392,Freshwater Fish,Rivers/Lakes,45000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_392,39,Trawler,2644,Papua,LIC238488
9643,Sole,32.03,32.1,11/27/2023,Maluku,Trawling,10.0,3,19,469,Reef Fish,Coral Reef,150000,Laut Bali Zone I,-5.670297,111.70617,481,27.2,30.6,Nelayan_469,13,Trawler,4126,Maluku,LIC425903
9644,Catfish,24.67,33.4,10/28/2023,Sumatera Utara,Long Line,6.0,1,2,86,Pelagic Fish,Open Ocean,85000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_086,28,Fishing Vessel,128,Maluku,LIC721311
9645,Trout,35.45,137.4,8/9/2023,Maluku,Long Line,2.0,3,6,372,Reef Fish,Coral Reef,150000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_372,22,Motor Boat,2317,Jawa Barat,LIC121429
9646,Cod,29.54,124.6,11/25/2023,Lampung,Trawling,10.0,5,13,138,Anadromous Fish,Sea/Freshwater,200000,Laut Banda Zone C,-6.811777,137.613943,2682,27.2,32.1,Nelayan_138,16,Trawler,3962,Jawa Tengah,LIC513224
9647,Swordfish,9.56,80.6,1/29/2023,Papua,Purse Seine,4.0,1,3,3,Pelagic Fish,Open Ocean,85000,Laut Natuna Zone C,2.105336,123.630308,2780,26.0,33.8,Nelayan_003,3,Traditional Boat,932,Sumatera Utara,LIC650826
9648,Sardine,18.84,164.1,6/30/2023,Bali,Long Line,4.0,5,18,155,Anadromous Fish,Sea/Freshwater,200000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_155,31,Trawler,267,Bali,LIC475598
9649,Anchovy,8.4,113.1,8/5/2023,Jawa Tengah,Hand Line,5.0,2,17,353,Demersal Fish,Sea Bottom,120000,Teluk Jakarta Zone G,-4.84266,127.424103,344,25.3,34.4,Nelayan_353,17,Trawler,4801,Sulawesi Selatan,LIC116009
9650,Catfish,48.16,161.7,7/24/2023,Maluku,Trap,9.0,2,18,432,Demersal Fish,Sea Bottom,120000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_432,29,Motor Boat,3404,Papua,LIC699736
9651,Anchovy,6.2,64.7,8/30/2023,Papua,Trawling,3.0,1,15,464,Pelagic Fish,Open Ocean,85000,Laut Bali Zone E,-2.619515,134.485533,1911,25.3,34.0,Nelayan_464,10,Trawler,2112,Jawa Timur,LIC439129
9652,Tuna,44.35,21.6,1/17/2023,Papua,Trawling,7.0,3,19,129,Reef Fish,Coral Reef,150000,Laut Bali Zone I,-5.670297,111.70617,481,27.2,30.6,Nelayan_129,17,Fishing Vessel,197,Jawa Tengah,LIC541971
9653,Trout,0.89,107.7,11/11/2023,Sulawesi Selatan,Purse Seine,5.0,1,5,94,Pelagic Fish,Open Ocean,85000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_094,27,Fishing Vessel,1971,Jawa Tengah,LIC201481
9654,Snapper,47.54,170.1,10/10/2023,Sulawesi Selatan,Trawling,3.0,5,9,226,Anadromous Fish,Sea/Freshwater,200000,Laut Banda Zone I,5.850701,127.92157,3431,27.8,34.3,Nelayan_226,4,Fishing Vessel,3643,Jawa Timur,LIC922357
